,12,12,12,34,34,34,567,567,567,bottom,bottom,bottom,all,all,all,upper,upper,upper,lower,lower,lower,middle,middle,middle
,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,max,meanErr,mean,max,meanErr,mean,max,meanErr
241219,,,,,,,,,,6.114159523973306,0.1782770549813781,289.59550853848606,16.576868089226252,0.2183513335707504,660.55440966645,2.4635731628048148,91.02092516062672,0.0877450309491972,2.226798194689434,127.22420705353122,0.0991199814097952,5.809802479664038,180.04178774678303,0.1516238542397227
241220,,,,,,,,,,6.030490381429595,0.1556755332422562,313.795043439483,16.614906126842026,0.2560075163393265,723.6773416448043,2.366995291301678,99.0822638929884,0.1149716604312352,1.989813187972103,146.09979399609207,0.1159634414434327,5.653584108605273,182.02103574103955,0.1394811287686585
241221,,,,,,,,,,6.090257229218683,0.1880664113978428,283.6435376731512,16.513399648550987,0.2176123493305305,622.027624797401,2.564670000337359,85.50490876659312,0.1023779462654036,2.067531615711041,122.19548207793852,0.1183921614179447,5.891206994498385,179.02394680774816,0.1322385598967903
241222,,,,,,,,,,6.113913596922348,0.2058250261511125,284.5453211430228,16.85221222725905,0.3837714915154308,668.4790940643733,2.300957930357034,86.9605799417339,0.0857966449704595,2.217118202335425,120.14173920098683,0.1260392437645319,5.658314088715327,175.3234195948752,0.1190229292541168
241223,,,,,,,,,,6.032474452256897,0.1264670340806586,314.0600365958478,16.24780679165506,0.2117220005488399,734.2759539486987,2.328021463465517,97.4194890232796,0.1726986884872494,1.9933562981227648,131.0079641962379,0.0516884412516403,5.646997350289823,200.5907422702444,0.1297739606349865
241224,,,,,,,,,,6.430129554127711,0.1304764028324456,296.979817549898,16.704148292325055,0.2623440270403955,659.8531413055493,2.267779370200785,91.91745059023404,0.0484959833071458,2.107176968688586,121.36890358515618,0.0787653948366599,6.022130389723666,173.5038310637792,0.1194963111848349
241225,,,,,,,,,,5.863448511939652,0.1367500717065747,293.61136411752653,16.34393479877566,0.2219242023620343,657.5227408855708,2.4372024545256274,88.98537768397365,0.0858242646994123,2.152306747935909,109.53238101468546,0.1432757419943232,5.843999698684113,172.18840111768358,0.1032965995153375
241226,,,,,,,,,,6.212981836025136,0.1497210823587434,262.9297187879357,16.55581326056754,0.2568229564954312,1936.739577517175,2.084902425439172,89.86135810254754,0.1150785550538032,2.004895608804237,110.64123915899016,0.1579603106252679,5.517251716677542,1937.1620925921893,0.1702522442147147
241227,,,,,,,,,,6.184478012791345,0.1417259457465172,281.4611476989183,16.383268404193714,0.2419378233378385,1454.9512040361467,2.573214428713727,92.80393346114724,0.0916970024706887,2.073181520480885,124.73941038175874,0.0527976331946931,5.897544473724321,1192.0135499085309,0.0837501349155924
241228,,,,,,,,,,6.043817384094687,0.0900604725281925,304.66585270404306,16.613408886234726,0.2165214786977855,1168.8974009595297,2.3586909650451053,91.89772590346396,0.090040947190518,2.261267420073854,116.18111205167634,0.0607512328875166,6.065794883863185,994.0475741245534,0.2457913427523816
241229,,,,,,,,,,6.093761083973822,0.1603042283801064,297.3955901251434,16.814046859322218,0.1817035630341778,735.6536982501265,2.5057003201498915,90.3509135629774,0.0688242694506685,2.0230043317082824,108.8564803808879,0.2570883594534192,5.968421052560283,217.61842067768416,0.2259314706303137
241230,,,,,,,,,,6.176083544478595,0.230606776151683,271.7249795490486,15.888227985731357,0.2002558626587779,645.3600981453532,2.449447114948182,92.98426580267773,0.1742344930598826,2.045999985285105,117.95247252369025,0.0759071354634532,5.631376799512697,176.72835376890177,0.12918017378264
241231,,,,,,,,,,5.975985418703847,0.1895467019316931,273.5568529267791,16.62047335584876,0.2479933726382907,597.576666574572,2.4813098435629724,87.7221539481218,0.0899340237001882,2.0147968075237794,104.82183336851136,0.2252172842919792,5.593388150964556,163.21228520347125,0.142945575912871
250101,,,,,,,,,,6.069955880676081,0.2324410778953484,298.37074765629336,17.05370796386634,0.2469545840236114,2392.754075834237,2.474689455728869,96.73647772855054,0.0774322523413076,2.1984490705527,127.08750856581014,0.0970277479597125,5.7310564402144815,2380.036048065824,0.1055100928195561
250102,,,,,,,,,,5.964579940884638,0.0977099826301666,322.83004427348897,16.228540376662515,0.2222938143338976,1223.0578691069172,2.3825909132745786,93.93610450568524,0.1673738672707848,2.0387571034759056,130.5768096139471,0.1304206523864722,5.5874560342233694,911.5111529578456,0.1760616672641899
250103,,,,,,,,,,6.327157529076061,0.1765001081418934,288.61680751082326,16.876079588269448,0.3388862785735759,649.1292420192415,2.4397005973779344,93.79223074016782,0.0927453889824896,2.0152781724403845,133.8051073357136,0.2657913950321504,5.739670013583213,169.3692570889665,0.0935325736804886
250104,,,,,,,,,,6.220555304025334,0.1970309480930404,319.0125985327042,16.22576987655557,0.2503755373031853,1981.85129416716,2.5701886341802327,99.5389771805379,0.1163815757074029,2.2212820185909687,135.29564511136255,0.1791247671833407,5.926619654738894,1908.180541640698,0.1439590989356561
250105,,,,,,,,,,6.112682432427985,0.1754077577477679,288.6858999546213,16.347445504460044,0.2496464762636681,2029.699269323041,2.1786626257728727,101.07088819112847,0.2302417680939095,1.9310930080161783,142.8823859097942,0.2168445499060604,5.852504300033459,1790.66491757705,0.1016616083660771
250105,,,,,,,,,,6.059659305953937,0.1224960798941216,299.0951619994686,16.544910724043525,0.2986827928832111,2028.3015125630693,2.2199202050026816,109.85716511244574,0.2268919928950711,1.95184656501092,147.3425343952091,0.2075506246507805,5.721809438919621,1793.3002022716807,0.0915846069284131
250106,,,,,,,,,,5.926636005921128,0.1421235214685368,275.7379696184028,16.23081878666294,0.229740853560254,639.5894152253404,2.307326541872428,100.42996025974745,0.092612300796765,1.7612075877099482,115.51240016031602,0.1241860200857708,5.8026659417998765,187.64761450208096,0.1570446596574723
