,12,12,12,34,34,34,567,567,567,bottom,bottom,bottom,all,all,all,upper,upper,upper,lower,lower,lower,middle,middle,middle
,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,max,meanErr,mean,max,meanErr,mean,max,meanErr
250301,,,,,,,,,,4.641043877298082,0.1677631097624021,287.13277529797284,14.887361137099273,0.2495278621470079,4618.789773207749,2.23265411957118,88.7136690607685,0.1214095895836927,1.953347826466672,110.91478461792626,0.1398862178163915,5.656939977421647,4609.475098120836,0.1158590751957568
250302,,,,,,,,,,5.822641443997391,0.170884417652301,280.7316693135441,16.524034307237606,0.3302320703195168,689.5428308078436,2.4353459465587126,89.63074241385613,0.0628920186667733,2.163168661811554,130.04756426331247,0.0785873219940951,5.994787168567743,190.23169890553524,0.1174943511301733
250303,,,,,,,,,,5.466561161544937,0.1763339423296371,256.0448706288363,16.471654549114618,0.3674271327555607,608.9991014241234,2.3914446458463687,82.61293855049456,0.1329240673123883,2.0894746877120784,98.0307395787543,0.0715225957934641,5.843392821462103,161.86394809851677,0.1889304044112165
250304,,,,,,,,,,5.623715794632123,0.1509712769949767,290.7659242619658,16.253073527502092,0.1947709005904212,765.9210168550771,2.5623746650583112,97.2211092488821,0.1049253122171673,2.088000919862956,125.43283780970292,0.1330071878125524,5.459112618538541,218.63509908282867,0.1204999870451109
250305,,,,,,,,,,5.720471112537956,0.1378391656762792,279.6578002826219,16.37081523597064,0.2290805611114708,788.0216543746367,2.293438940949029,90.62901089750518,0.1489204189559709,2.0347304400392683,115.4186898956747,0.0886150015043019,5.618514761752225,251.8269586918433,0.1009017180035146
250306,,,,,,,,,,5.467261027633187,0.3407033531387439,321.0968689115557,16.7464795181537,0.979971299800276,679.7920519053347,2.1884622093531934,78.81959436548681,0.2945362244126992,1.9033318446006693,118.2453060531655,0.1498717607572618,5.654499366740905,177.22288386196794,0.2952163386662401
250310,,,,,,,,,,4.360051917520158,0.1127696063481642,317.13361377291875,15.45674704923689,0.3579314841383565,4553.681201867124,2.431918939930421,95.6239016620138,0.0839634744728956,1.9764530012543464,125.33298799753396,0.0948671910822621,5.580504755838339,4470.608961805586,0.1201122663973099
250311,,,,,,,,,,4.098436239165328,0.2835903569025497,349.2887368075708,15.489861941256711,1.122767409667626,1015.0250321522724,1.907128587792924,102.61771983733298,0.1987258736903189,1.8866233042952003,195.53353892117025,0.122245006945617,4.838110384412911,175.21169544215655,0.2040137376697367
250313,,,,,,,,,,5.657464470204662,0.1586688601639687,294.4016108217112,16.132151078793594,0.2378121093017112,805.9894537946844,2.4311218396915706,106.27729798677454,0.0458388779392198,1.864536421918332,131.44436833459855,0.161178409213433,5.741246406284089,240.79799119140355,0.1170922076361121
250314,,,,,,,,,,5.620742480482811,0.1199740578744014,257.1974224370764,15.84439705185268,0.22428029910381,684.1973934300713,2.2038600876980228,99.23293216997348,0.1482319190734956,2.060890070714492,134.92771576870064,0.1649735263076799,5.935503131737518,182.3324872520131,0.2609288793438701
250318,,,,,,,,,,6.014070312853288,0.1288288132416673,297.7361611146778,16.820879854132002,0.2840087644525316,731.5115958070056,2.5693710324919743,93.47566425751288,0.1425275183146091,2.2733451993730807,121.02339839545644,0.1136748744270423,5.762326833061271,183.4540830322512,0.1510039938242614
250319,,,,,,,,,,5.969511142255379,0.1578762469011003,309.29032564247336,16.300293200917903,0.3112967707995974,700.1821484374993,2.576028312459332,108.89856169761929,0.3644998887606396,2.1328138837651927,135.1647055085136,0.0830115520167204,5.808199480140392,217.1027811170601,0.1151383056237609
250320,,,,,,,,,,6.269254956339917,0.1495726773228072,287.50423508871586,16.440305531650953,0.3224589012834646,657.7982942484225,2.3460418433767907,92.29368153863234,0.0538509199838933,2.00927455402716,120.95178172133404,0.1144182810606451,5.737671591919335,185.17521068579725,0.104093537987927
250321,,,,,,,,,,5.656912371000373,0.2705900620153136,298.4741610761182,17.181294748477313,1.368970407250142,678.6898550870509,2.617188031910018,93.69915970035892,0.2621377516485157,1.9827434431249584,113.99397082281564,0.1954481695550374,5.430408515647576,182.43930117046764,0.2238209269141727
250323,,,,,,,,,,5.782486517316625,0.1575646656325141,270.6455352877465,15.969198811084226,0.4645947135706268,647.7930084736068,1.9801347430220133,106.4711100430834,0.1029106942160257,1.9052359015084228,120.78346539870162,0.1556631001553848,6.011986378976144,179.43930071494472,0.8340351537526806
250325,,,,,,,,,,6.025261238919943,0.1650363497696474,291.48900765497103,16.026187449065194,0.2435670277634627,710.9349374453154,2.3403065445883904,91.57380897355316,0.1108388910265708,2.105787639518138,118.14229157808076,0.1895477995989846,5.674160362491208,184.5194504929817,0.0890262391152103
250326,,,,,,,,,,6.1405915220238345,0.2162023795214892,301.05093728760863,16.890685281742314,0.4093530513846543,717.2588742976185,2.5560043293540846,94.54003306217083,0.1615479908852907,2.0525820809163604,115.97229109029092,0.0984930861741851,5.719036898187738,199.258512316262,0.1358079446671406
250327,,,,,,,,,,5.870639151672736,0.1478279264526306,304.9303354269916,16.52073914344941,0.2410984566885565,696.2003310022899,2.647473174545092,107.74481305544634,0.0852077384247894,2.012157750879255,128.63257874203669,0.1094094221845194,5.568795014348671,205.230081118777,0.1293896450399796
250328,,,,,,,,,,6.010757690548907,0.1525434317303171,291.1074672603883,16.71577601788051,0.2973399368699577,677.0497373384597,2.449459319926788,95.88559686794616,0.1712007771814933,2.043251530729661,122.67483636699916,0.0599560806887793,5.848244979832845,185.6383324207407,0.1695645870207656
250329,,,,,,,,,,5.888853443624574,0.0992329231375687,312.43403179011125,16.7108030815296,0.2975964522268446,671.2919951599183,2.3458100897208314,93.63137247762812,0.158897551578097,2.1469446527006104,125.8719591104885,0.1070262047103573,5.80273749239318,182.06377499276016,0.1047902620036765
250330,,,,,,,,,,5.921433381114704,0.1293553977759651,277.28056125877146,16.696366002452105,0.2971664504633734,644.3331705942059,2.5959560748517574,96.00192808520544,0.0629296522105507,2.121067158610014,110.36740494541424,0.1098580637203279,5.865343690812276,180.9250252871262,0.1293015842407759
250331,,,,,,,,,,5.972234312272766,0.1175101420422849,279.22531979552804,16.204877259228763,0.2437198825059481,682.9362900085583,2.304158330348598,103.1099937034448,0.0652346994960162,2.00717996115819,117.4848935734758,0.0964135354967044,5.7972956189774525,191.814492417416,0.1136089676267351
250401,,,,,,,,,,6.01774412628886,0.0821968078659965,264.3386598266845,16.773733755696686,0.290889324389518,625.7766562611062,2.370785031900406,96.43947451514792,0.1449229326028157,2.0885773736479742,114.779594140906,0.1343015811320381,5.911833448905767,173.09422219623545,0.1441464795919624
250402,,,,,,,,,,6.06026853652721,0.1925658451317586,297.8571149192998,16.68402807643451,0.310221091721519,688.2339063177691,2.275689459887907,91.98140231619595,0.1237139235392507,2.2353205738497053,117.09154877479558,0.1600863478630546,5.992989422152273,179.92376192015536,0.1020458698828733
